pid,autonomy,auto_grouped,human_traj_err,robot_traj_err,overall_traj_err,tapping_err_short,tapping_err_long,tapping_err_ave,pupil_diameter,left_index,right_index,pupil_index,tlx_mental,tlx_physical,tlx_hurried,tlx_insecure,tlx_hard,tlx_successful,tlx_ave,mdmt_reliable,mdmt_capable,mdmt_predictable,mdmt_skilled,mdmt_counton,mdmt_competent,mdmt_consistent,mdmt_meticulous,mdmt_reliable_ave,mdmt_capable_ave,mdmt_ave,per_auto,single_trust,order,trust_tech,play_games,play_music
5,0.0,low,2.0625300377247373,0.0,2.0625300377247373,6.327387690544116,5.73687593090451,14.3184173025,2.8629507694242013,2.175,2.125,2.1500000000000004,1.0,1.0,1.0,1.0,5.0,16.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.257575757575758,4.492424242424242,4.375,1,1.0,inc,7,1,1
5,0.2,low,1.76236922219626,0.0,1.4098953777570076,8.289334340529004,8.639971514542891,18.732587126,2.787662447501773,2.025,2.175,2.1,1.0,1.0,1.0,1.0,6.0,15.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.257575757575758,4.492424242424242,4.375,1,1.0,inc,7,1,1
5,0.6,high,2.7751443011298624,0.0,1.110057720451945,5.3709941533740615,-0.2688844695135577,10.3742501025,2.7835147640473585,2.2,2.0,2.1,1.0,1.0,1.0,1.0,10.0,11.0,4.166666666666667,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,7.0,inc,7,1,1
5,0.8,high,3.282259019233005,0.0,0.6564518038465975,7.212571402390827,-2.6648883880288627,2.69762132,2.721654395030124,2.2,2.175,2.1875,1.0,3.0,1.0,1.0,5.0,11.0,3.6666666666666665,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,9.0,inc,7,1,1
6,0.4,low,3.2396762833364576,0.0,1.9438057700018725,3.7114794055620832,3.430130481719955,3.400885943,3.6837057997789104,2.45,2.65,2.55,10.0,12.0,17.0,15.0,18.0,16.0,6.808823529411764,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1,1.0,dec,5,6,2
6,0.0,low,2.364965377007085,0.0,2.364965377007085,2.802700996398926,-2.092769013510809,0.5001494980000007,3.4204387377829386,2.35,2.475,2.4125,14.0,11.0,16.0,5.485714285714286,15.0,17.0,6.808823529411764,0.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,3.5,3.5,3.5,1,1.0,dec,5,6,2
6,0.2,low,2.241515503499385,0.0,1.7932124027995076,3.8737266924646168,0.9708658191892898,2.556733391,3.4517952416310083,2.55,2.325,2.4375,10.0,8.0,11.0,12.0,11.0,10.0,10.333333333333334,2.0,2.0,3.0,0.0,3.0,2.0,2.0,3.0,2.5,1.75,2.125,4,3.0,dec,5,6,2
6,0.6,high,2.993836619951245,0.0,1.197534647980495,-2.62524591551885,0.030087334690255,-1.974403495000001,3.474901163331186,2.5,2.575,2.5375,7.0,7.0,12.0,3.347826086956522,12.0,11.0,4.557971014492753,5.9,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.25,5.8125,2.125,3,3.0,dec,5,6,2
6,0.8,high,3.846338550044482,0.0,0.7692677100088925,6.671697696050005,5.89090912430374,6.143746271,3.354363967837581,2.475,2.4250000000000003,2.45,6.0,5.0,8.0,6.0,7.0,6.0,6.333333333333333,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.5,4.75,4.625,6,5.0,dec,5,6,2
7,0.6,high,2.0317605947030555,0.0,0.8127042378812199,2.949652224779113,5.353044942021389,3.98260474075,3.570081260588195,2.075,2.275,2.175,3.0,4.0,6.0,4.0,6.0,6.0,4.833333333333333,6.0,6.0,6.0,5.0,5.6521739130434785,4.0,5.0,4.0,6.023809523809524,4.75,4.75,8,6.0,inc,6,1,1
7,0.8,high,2.91506582604573,0.0,0.583013165209145,7.985696792602561,0.4713375949196889,4.645981592499999,3.464084493610986,2.2,2.15,2.175,2.0,3.0,4.0,3.0,6.0,3.0,3.5,6.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,5.75,5.25,5.5,9,7.0,inc,6,1,1
7,0.4,low,2.1377892232711124,0.0,1.2826735339626625,-1.4015007019042969,-0.0101367632548021,-0.9715195049999998,3.853262836065406,2.4,2.45,2.425,4.0,2.0,10.0,4.2,13.0,17.0,10.166666666666666,2.0,6.0,5.0,4.0,0.0,2.0,5.0,3.0,3.0,3.75,3.375,3,1.0,inc,6,1,1
7,0.0,low,2.901502485467727,0.0,2.901502485467727,5.932961934142623,6.578031910790339,6.15090959,3.731011556886096,2.075,2.15,2.1125,8.0,6.0,10.0,8.0,12.0,13.0,9.5,3.0,5.0,5.0,3.0,0.0,3.0,3.0,3.0,2.75,3.5,3.125,4,4.0,inc,6,1,1
7,0.2,low,2.4175982293034504,0.0,1.9340785834427623,5.868044098218253,4.696763455867737,5.1618522125,3.599765240344283,2.375,2.525,2.45,3.0,6.0,7.0,5.0,9.0,9.0,6.5,4.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,3.75,3.75,3.75,7,5.0,inc,6,1,1
8,0.4,low,2.64236768162573,0.0,1.5854206089754348,3.143416939911617,21.260066827138267,4.898707691154412,3.4782329106302194,2.225,2.425,2.325,5.0,1.0,5.0,1.0,3.0,4.0,3.1666666666666665,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,8.0,dec,6,2,2
8,0.0,low,3.645887436471908,0.0,3.645887436471908,3.143416939911617,5.193087839417985,22.058699017500004,3.094679543898189,2.325,2.0000000000000004,2.1625,3.0,1.0,1.0,1.0,3.0,7.0,2.6666666666666665,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,9.0,dec,6,2,2
8,0.2,low,3.095684223556668,0.0,2.4765473788453303,7.158948183059636,13.998216349217609,10.3731887885,3.1130311512094284,2.25,2.375,2.3125,3.0,1.0,1.0,1.0,3.0,6.0,2.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,9.0,dec,6,2,2
8,0.6,high,3.8378697662737866,0.0,0.873496486885842,15.578169872363402,12.327969074249276,14.2855492225,3.372082957933732,2.1500000000000004,2.25,2.2,3.0,1.0,1.0,1.0,5.0,6.0,2.833333333333333,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,9.0,dec,6,2,2
8,0.8,high,3.879170803535677,0.0,0.775834160707135,15.69792603453006,12.159908355938072,14.0907620125,3.028796181439505,2.025,2.025,2.025,3.0,1.0,1.0,1.0,1.0,6.0,2.1666666666666665,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,9.0,dec,6,2,2
9,0.6,high,2.341465734520555,0.0,0.9365862938082176,4.60577636957168,10.656913452678282,7.2951706295,2.71972724376282,2.575,2.375,2.475,1.0,1.0,2.0,2.0,1.0,2.0,1.5,6.0,6.0,6.090909090909091,7.0,7.0,6.0,7.0,5.6521739130434785,5.75,5.5,5.625,9,10.0,inc,6,2,4
9,0.8,high,2.7827747006422725,0.0,0.5565549401284525,-1.43898655970892,7.198726054694925,2.056702736249999,2.667536889460364,2.5,2.525,2.5125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.5,6.0,6.25,7,8.0,inc,6,2,4
9,0.4,low,2.621692154773087,0.0,1.57301529286385,6.540725876887655,3.471094667911529,5.136449603000001,2.9814288377187097,2.55,2.5250000000000004,2.5375,1.0,1.0,2.0,1.0,2.0,11.0,3.0,7.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,6.25,6.0,6.125,3,10.0,inc,6,2,4
9,0.0,low,2.9384185055555623,0.0,2.9384185055555623,22.34667542907924,5.73687593090451,6.6436635200000005,2.842672987486432,2.55,2.5,2.5250000000000004,3.0,1.0,6.0,4.0,10.0,14.0,6.333333333333333,4.0,3.0,7.0,5.0,6.0,5.0,2.0,7.0,4.75,5.0,4.875,7,5.0,inc,6,2,4
9,0.2,low,2.62419645245617,0.0,2.099357161964935,13.210238615671791,-3.1842136383056667,6.548152487500001,2.7463904412355427,2.6,2.4,2.5,2.0,2.0,4.0,3.0,6.0,13.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.75,4.5,4.125,3,6.0,inc,6,2,4
10,0.6,high,2.311462984819585,0.0,0.92458519392783,-3.55027437210083,2.867773175239563,-1.0986603002499988,3.3379543374320084,2.1750000000000003,0.975,1.575,4.0,4.0,4.0,3.0,4.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,4.75,5.25,5.0,7,6.0,dec,3,4,1
10,0.4,low,2.507402380741377,0.0,1.504441428444825,2.4204410115877977,-2.218598789638932,0.2527636049999984,3.514630843319041,2.075,1.35,1.7125,9.0,12.0,9.0,5.0,9.0,6.0,8.333333333333334,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3,3.0,dec,3,4,1
10,0.0,low,2.607232657580485,0.0,2.607232657580485,2.9600262310769936,9.060071690214992,5.6441534565,3.380557208333768,1.9,0.9,1.4,13.0,10.0,12.0,11.0,11.0,10.0,11.166666666666666,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.25,2.5,2.375,4,3.0,dec,3,4,1
10,0.2,low,2.817736799496588,0.0,2.254189439597272,8.367370764414446,3.473105720347825,6.048739165749999,3.221377270708383,1.8,0.7000000000000001,1.25,6.0,6.0,4.0,4.0,4.0,7.0,5.166666666666667,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.75,4.75,4.75,6,6.0,dec,3,4,1
10,0.8,high,2.973170218528017,0.0,0.5946340437056,5.476580262184134,-3.1674510240554508,1.5093040774999995,3.265656276829562,1.875,0.95,1.4125,4.0,5.0,5.0,5.0,4.0,6.0,4.833333333333333,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.75,6.0,5.875,8,7.0,dec,3,4,1
11,0.4,low,2.512533504093168,0.0,1.5075201024559,4.423931439717611,3.322650988896687,3.5718809549999992,3.450252084546984,2.1,2.275,2.1875,10.0,1.0,6.0,4.0,4.0,8.0,5.5,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.75,3.75,3.75,5,4.0,inc,5,6,3
11,0.6,high,2.4477987180133347,0.0,0.9791194872053324,4.938659171263403,6.200076991425235,14.235682562499996,2.986265285946073,1.85,1.825,1.8375,10.0,2.227272727272727,3.0,4.0,5.0,7.0,6.166666666666667,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.75,5.5,5.625,8,7.0,inc,5,6,3
11,0.8,high,2.391090294936525,0.0,0.4782180589872999,4.802729189395935,17.70564772188664,10.8783964675,3.091265677865613,1.5499999999999998,1.625,1.5875,11.0,2.227272727272727,6.0,5.0,5.0,9.0,3.659420289855072,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.75,5.25,5.5,8,7.0,inc,5,6,3
11,0.0,low,3.1297499872504893,0.0,3.1297499872504893,10.310739080111183,20.141304946608003,14.811223887499995,3.307262138448793,2.3,2.2,2.25,12.0,10.0,8.0,4.0,6.0,8.0,8.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.75,2.0,2.375,3,3.0,inc,5,6,3
11,0.2,low,2.1270636508772425,0.0,1.7016509207017922,9.646537899971008,5.73687593090451,16.871694044999998,3.252365657733726,2.2,2.3,2.25,12.0,10.0,5.0,4.0,6.0,6.0,7.166666666666667,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,6,5.0,inc,5,6,3
12,0.6,high,2.5138673727337126,0.0,1.0055469490934823,5.005096197128297,2.086282162754608,3.753833742750001,3.226506434002131,1.15,1.15,1.15,2.0,1.0,2.0,1.0,2.0,11.0,3.1666666666666665,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,8.0,dec,6,7,5
12,0.8,high,3.581867798479685,0.0,0.71637355969593,2.991874151759683,3.877837624814776,3.36320607875,3.226506434002131,1.025,1.025,1.025,2.0,1.0,2.0,1.0,2.0,12.0,3.333333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,7.0,dec,6,7,5
12,0.4,low,2.4043649905766804,0.0,1.442618994346005,4.189107517401374,6.266998908034074,4.940898119750002,3.2702766119093343,1.225,1.225,1.225,3.0,1.0,5.0,2.0,2.0,12.0,4.166666666666667,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.25,3.0,3.125,5,5.0,dec,6,7,5
12,0.0,low,2.96378240330162,0.0,2.96378240330162,8.727324952681869,0.5576628446579148,4.97815675475,3.2702766119093343,1.1,1.1,1.1,3.0,1.0,2.0,3.0,3.0,18.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.125,1,1.0,dec,6,7,5
12,0.2,low,3.229166365780582,0.0,2.5833330926244646,3.9658164978027344,-6.718291309144762,-0.6923110079999999,3.2702766119093343,0.975,0.975,0.975,2.0,1.0,1.0,3.0,3.0,18.0,4.666666666666667,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,dec,6,7,5
13,0.4,low,1.6314684542493303,0.0,0.978881072549595,5.291592677434275,5.671518047650615,5.1503860965,3.907982136218324,2.0,2.075,2.0375,5.0,3.0,3.0,1.0,3.0,5.0,3.333333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,6.0,inc,7,7,2
13,0.0,low,2.5746166711156957,0.0,2.5746166711156957,7.729265888532012,3.343887196646788,5.72787259575,3.665106630224144,1.95,1.95,1.95,5.0,3.0,3.0,1.0,10.0,11.0,5.5,2.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.5,2.25,2.375,2,3.0,inc,7,7,2
13,0.6,high,3.151614089098832,0.0,1.26064563563953,10.198843479156494,7.91123628616333,8.991144542499999,3.355086642928333,1.825,1.825,1.825,5.0,3.0,3.0,1.0,8.0,6.0,4.333333333333333,6.0,6.3478260869565215,5.0,5.0,4.0,4.0,5.0,5.0,6.023809523809524,4.5,4.5,6,6.0,inc,7,7,2
13,0.2,low,2.3836323044839376,0.0,1.9069058435871495,9.93423561255143,2.745184898376471,6.65542645975,3.472890458867904,1.775,1.9,1.8375,5.0,3.0,3.0,1.0,7.0,7.0,4.333333333333333,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.75,3.25,3.5,3,4.0,inc,7,7,2
13,0.8,high,2.10630727439263,0.0,0.4212614548785225,4.514674743016553,4.401770275500079,4.4644949795,3.3856224433227853,1.525,1.6,1.5625,3.0,3.0,3.0,1.0,5.0,2.0,2.833333333333333,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8,8.0,inc,7,7,2
14,0.6,high,3.66249464555011,0.0,1.4649978582200425,17.028440336386396,7.478848386693893,12.271529997500002,2.886928497801531,0.875,0.8999999999999999,0.8875000000000001,3.0,6.0,7.0,5.0,10.0,7.0,6.333333333333333,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7,8.0,dec,6,6,2
14,0.8,high,3.953170769878085,0.0,0.790634153975615,2.4991234640280524,6.9810897111892665,4.516248243500001,2.75326717545057,0.725,0.775,0.75,3.0,5.0,4.0,5.0,7.0,4.0,4.666666666666667,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.5,6.75,6.625,9,8.0,dec,6,6,2
14,0.4,low,3.3431881207817726,0.0,2.0059128724690627,12.250564098358154,10.513904094696043,11.384312283000002,2.9914822413532844,1.875,2.0,1.9375,3.0,6.0,10.0,6.0,11.0,9.0,7.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,4.0,dec,6,6,2
14,0.0,low,2.9828792136289177,0.0,2.9828792136289177,1.669531895054707,0.0287270104443682,0.8254951550000005,2.7116127494587423,2.0840909090909094,0.7749999999999999,0.6875,6.0,8.0,12.0,12.0,14.0,11.0,10.5,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.75,1.875,2,2.0,dec,6,6,2
14,0.2,low,3.002360955330448,0.0,2.401888764264357,7.645597855250037,0.0273988478713724,4.259731631499999,2.794327680742988,2.0840909090909094,0.65,0.55,3.0,5.0,5.0,9.0,9.0,7.0,6.333333333333333,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.5,5.0,4.75,6,5.0,dec,6,6,2
15,0.4,low,1.6677914111334624,0.0,1.0006748466800726,12.429252713918686,5.314126312732675,9.990061455,3.5344164082408422,2.475,2.3,2.3875,2.0,2.0,4.0,3.0,4.0,5.0,3.333333333333333,5.0,4.0,5.0,4.0,3.0,4.0,6.0,5.0,4.75,4.25,4.5,3,4.0,inc,6,5,4
15,0.0,low,1.4886253028882326,0.0,1.4886253028882326,8.289334340529004,5.73687593090451,7.746634707,3.398508930004602,2.225,2.1,2.1625,5.0,5.0,6.0,3.0,7.0,6.0,5.333333333333333,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.25,3.125,3,3.0,inc,6,5,4
15,0.2,low,1.33776393226827,0.0,1.070211145814615,14.329830408096322,16.384755864187547,15.0814195075,3.272809978027031,1.975,1.825,1.9,2.0,3.0,3.0,2.0,3.0,4.0,2.833333333333333,5.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,4.75,4.875,5,5.0,inc,6,5,4
15,0.6,high,1.72315328311398,0.0,0.6892613132455875,11.543803314367914,6.961554032233021,9.126123532999998,3.228547636152779,1.925,1.975,1.95,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.75,5.75,5.75,7,6.0,inc,6,5,4
15,0.8,high,2.304842880478828,0.0,0.4609685760957626,2.153048018614455,0.1961305737495475,1.2833069300000002,3.2817157142370084,1.95,2.025,1.9875000000000005,1.0,2.0,1.0,1.0,1.0,1.0,1.1666666666666667,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.5,6.5,6.5,8,7.0,inc,6,5,4
16,0.4,low,2.30641194609304,0.0,1.3838471676558202,-8.180102606614463,-6.523911654949174,-7.459907469999997,3.886576375770442,1.875,2.1500000000000004,2.0125,3.0,4.0,8.0,2.0,8.0,14.0,6.5,4.0,5.0,3.0,5.0,4.0,5.0,6.0,6.0,4.25,5.25,4.75,6,6.0,dec,5,1,1
16,0.0,low,1.9169861488219275,0.0,1.9169861488219275,0.4819148778916027,2.6267515205674856,1.5485247422500006,3.582966956566465,2.2750000000000004,2.5500000000000003,2.4125000000000005,4.0,4.0,4.0,7.0,10.0,15.0,7.333333333333333,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.25,2.5,2.375,2,3.0,dec,5,1,1
16,0.2,low,2.0363762031949126,0.0,1.6291009625559298,8.377673029899588,8.008672650213612,7.9889273125,3.438520563681997,2.2,2.0,2.1,3.0,2.0,4.0,3.0,5.0,14.0,5.166666666666667,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,3.75,4.5,4.125,7,6.0,dec,5,1,1
16,0.6,high,2.41518305726287,0.0,0.9660732229051476,12.178132931391396,5.6032663747221525,2.5428519805,3.6850116235766825,2.025,2.15,2.0875,2.0,1.0,3.0,1.0,2.0,7.0,2.6666666666666665,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.5,6.75,6.625,8,9.0,dec,5,1,1
16,0.8,high,4.874907188482168,0.0,0.9749814376964274,-5.522928237915039,-7.01209286848704,-6.115271380500001,3.5562415757361125,2.075,1.975,2.025,1.0,1.0,2.0,1.0,2.0,6.0,2.1666666666666665,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.75,7.0,6.875,9,8.0,dec,5,1,1
